Assamese_Sentence	English_Translation
সত্রীয়া সংস্কৃতিৰ প্রসিদ্ধ পণ্ডিত–শিল্পী ৰসেশ্বৰ শইকীয়া বৰবায়ন আৰু দয়াল চন্দ্র সূত্রধাৰৰ কণ্ঠৰ দুটি বৰগীতৰ প্রচাৰ আছিল এই অনুষ্ঠানৰ বিশেষ আকর্ষণ৷	The highlight of the event was the performance of two songs sung by renowned scholar-artistes of Sattriya culture Raseswar Saikia Borbayan and Dayal Chandra Sutradhar.
আলছাৰেটিভ কোলাইটিছ তথা এন্টিবায়টিক সম্পর্কীয় ডায়েৰীয়াৰ চিকিৎসাত কাঁচকল খাবলৈ পৰামর্শ দিয়ে বহু চিকিৎসকে।	In the treatment of ulcerative colitis and antibiotic-associated diarrhea, many doctors recommend eating cucumbers.
দৰঙৰ দিপীলাৰ গনহত্যাৰ ২৯ বছৰ…	29 years of Darrang's Dipila massacre...
জলসম্পদ বিভাগৰ তথ্য মতে, মহানগৰীত ব্ৰক্ষপুত্ৰৰ বিপদসীমা ৪৯,৬৮ মিটাৰ যদিও ৫২,৪৬ মিটাৰ অতিক্ৰম কৰাৰ দিশে আগবঢ়াত গুৱাহাটীত নদীখনৰ পানী সোমোৱাৰ সম্ভাৱনা দেখা দিছে।	According to the Water Resources Department, the river is likely to overflow in Guwahati as the danger mark for the Brahmaputra in the city is 49.68 metres, while it is on the verge of crossing 52.46 metres.
তাৰপাছতে মঙলবাৰে পুৱাৰ আহাৰৰ পাছত দুপৰীয়া ১২.৩০ বজাত সামৰণি অনুষ্ঠান অসম বিধানসভাৰ চেন্ট্ৰেল হ’লত আৰম্ভ হয়।	Then, on Tuesday, after breakfast, at noon, the closing ceremony began in the Central Hall of the Assam Legislative Assembly.
বিশ্ব পৰিৱেশ দিৱসত এই গৰাকী ব্যক্তিৰ সৈতে চিনাকি কৰাই সকলোলৈ আমাৰ অনুৰোধ-গছ ৰোৱাৰ লগতে পতিপালন কৰক।	On World Environment Day, our request to everyone is to identify with this person - plant and nurture trees.
এই অনুষ্ঠানবোৰ সম্পূৰ্ণ ৰাজনীতিৰ উৰ্ধত বুলি উল্লেখ কৰি ৫২ টা নামঘৰলৈ ১ কোটি ৩০ লাখ অনুমোদন জনোৱা বুলি কয় বিধায়ক গৰাকীয়ে ।	Stating that these events are completely above politics, the MLA said that 13 million have been approved for 52 Naamghar.
আৰক্ষী অধীক্ষকজনে প্রকাশ কৰা অনুসৰি শনিবাৰে নিশা প্রায় ১ বজাতবঙাইগাঁৱৰ পৰা বিলাসীপাৰা অঞ্চলত ডকাইতি কৰাৰ উদ্দেশ্যে এটা ডকাইতৰ দল আহি থকাৰ এক গোপন তথ্য লাভ কৰিছিল আৰক্ষীয়ে৷	The police received a tip-off that a robber gang was coming from Bongaigaon to Bilasipara area at around 1 pm on Saturday night for making a call, revealed the Superintendent of Police.
তেওঁ মৃত্যুৰ সময়ত পাঁচ জন পুত্ৰ আৰু দুগৰাকী কন্যা সন্তান সহিতে অনেক আত্মীয়-স্বজনক ইহসংসাৰত এৰি থৈ যায় ৷	He left behind five sons and two daughters along with a host of relatives at the time of his death.
যোগী চৰকাৰে ১৯৪৯ চনৰ দলিলৰ পৰ্যবেক্ষণ কৰাত পোহৰলৈ আহে যে আজম খানৰ মাতৃয়ে ইংৰাজ শাসন কালতে জেলত ফাঁচী প্ৰদানৰ নিৰ্ধাৰিত কৰা ভূমিত অবৈধভাৱে গৃহ নিৰ্মাণ কৰিছিল।	The Yogi government's perusal of the 1949 deed revealed that Azam Khan's mother had illegally constructed a house on the land earmarked for hanging in jail during the British rule itself.
পাহোৱাল ডেকাৰ জাকটোৱে ৰাজহুৱা বাৰীৰ প্রকাণ্ড প্রকাণ্ড কাঠেৰে অঞ্চলটোৰ ভিতৰত কোনে সুউচ্চ মেজি সাজিব পাৰে, তাৰেই যেন এক অঘোষিত প্রতিযোগিতা আৰম্ভ হৈছিল৷	Pahwal Deka's flock began an undeclared competition as to who could set the highest table in the area with the largest piece of wood of the public fence.
পুনৰ মাধমাৰ! বৃদ্ধি পালে টোলগেটৰ কৰৰ নিৰিখ	Madam again! Tollgate tax rate increased
নগা ষ্টুডেন্টছ ফেডাৰেছনৰ উদ্যোগত আয়োজিত এই প্ৰতিবাদী সভাত, নাগা ধৰ্মগুৰু, নাগালেণ্ডৰ সকলো দল সংগঠন, নাগা মহিলা সংগঠনকে আদি কৰি কহিমাৰ কেইবাটাও সংগঠন সহ কেইবা সহস্ৰাধিক লোক উপস্থিত থাকে।	The protest meeting, organised under the aegis of the Naga Students Federation, was attended by several thousand people, including Naga religious leaders, all party organisations in Nagaland, Naga women's organisations and several organisations in Kohima.
ইফালে জানিব পৰা মতে, উদ্ধৱ থাকৰেৰ মন্ত্ৰীসভাত স্থান লাভ নকৰাৰ পৰিপ্ৰেক্ষিতত মঙলবাৰে কংগ্ৰেছৰ জ্যেষ্ঠ নেতা মল্লিকাৰ্জুন খাৰ্গেক সাক্ষাৎ কৰি মিত্ৰজোঁটৰ চৰকাৰখনে তেওঁলোকৰ দাবীক উপেক্ষা কৰাৰ অভিযোগ কৰে কেইবাজনো বিধায়কে।	Meanwhile, several MLAs met senior Congress leader Mallikarjun Kharge on Tuesday in the wake of their non-inclusion in Uddhav Thackeray's cabinet, alleging that the coalition government had ignored their demands.
সেইসকল লোকে চেনীকলটোৰ বিভিন্ন সা-সৰঞ্জাম ক্ৰয় কৰাৰ নামত চৰকাৰৰ বহু ধন খৰচ কৰিলে কিন্তু কাৰ্যক্ষেত্ৰত সেয়া হৈ নুঠিল।	These people spent a lot of money of the government in the name of purchasing various equipments of the sugar mill but in practice it did not happen.
আজি অনুষ্ঠিত হোৱা এই গণতান্ত্ৰিক প্ৰতিবাদৰ জৰিয়তে ৰাজ্যৰ মুখ্যমন্ত্ৰী সৰ্বানন্দ সোণোৱালক স্মাৰকপত্ৰ প্ৰদান কৰাৰ পাছতো কোনো সুফল নাপালে অথবা চৰকাৰৰ স্থিতি একে থাকিলে ১.১৭ লাখ কৰ্মীয়ে সমূহীয়া আত্মজাহৰ, এনজিঅৰ মধ্যাহ্ন ভোজনৰ বাহনৰ আগত শুই আত্মহত্যা কৰাৰ লগতে এই বাহনসমূহ ভাঙি পেলোৱাৰ হুংকাৰ দিয়ে প্ৰতিবাদকাৰীসকলে।	The democratic protest, which took place today, did not yield any result despite the presentation of a memorandum to the Chief Minister of the state Sarbananda Sonowal or if the government's stand remains the same, the protesters have threatened to commit suicide by sleeping in front of the vehicles of Atmajahar, NGO's mid-day meal, and break these vehicles.
অবিবাহিত মুখ্যমন্ত্ৰীক লৈ এনে ভুল তথ্যৰে বাতৰি পৰিৱেশন কৰাৰ পাছত বিষয়টোক লৈ যথেষ্ট প্ৰতিক্ৰিয়াৰ সৃষ্টি হব সেয়া নিশ্চিত।	After such misinformation about the unmarried chief minister, it is certain that there will be a lot of reaction to the matter.
